customer_no,productions,tickets,revenues,days_last,days_max,days_mean,weekdays,weekends,email_engagement,email_unsubscribe,membership,years_member,membership_dropped,membership_downgraded,mosaic,fss,london,uk,proximity,churned
633,40,92,7952.26,2,369,41,0.65,0.35,0.67,N,K,5,N,N,H,F,Y,Y,A,0
634,6,6,309.1,36,260,68,0.83,0.17,0.8,N,A,0,X,X,K,C,Y,Y,A,1
635,22,54,3621,0,293,72,0.55,0.45,0.62,N,J,5,N,N,B,M,N,Y,B,0
636,6,12,2126,76,629,284,0.17,0.83,0.55,N,J,3,N,N,A,B,Y,Y,A,0
637,12,15,244,132,154,67,0.75,0.25,0.71,N,A,0,X,X,D,C,N,Y,B,0
638,8,11,117,291,700,115,0.62,0.38,0.63,N,A,0,X,X,O,A,N,Y,B,1
639,8,26,138,124,197,117,0.25,0.75,0.37,N,A,0,X,X,C,I,N,Y,B,1
640,8,10,134,42,638,208,1,0,0.31,N,A,0,X,X,B,B,N,Y,B,0
641,18,52,3971.08,0,309,74,0.78,0.22,0.54,N,J,5,N,N,B,M,N,Y,B,1
642,7,11,1961,357,404,161,0.43,0.57,0.04,N,A,2,Y,N,G,G,N,Y,B,1
643,16,27,1477.75,78,183,29,0.56,0.44,0.39,N,I,2,N,N,A,F,Y,Y,A,0
644,6,13,2195,11,562,210,0.5,0.5,0.55,N,A,0,X,X,A,F,Y,Y,A,1
645,6,12,226,41,249,66,0.67,0.33,0.69,N,A,0,X,X,N,H,Y,Y,A,1
646,7,18,2132,347,373,178,0.57,0.43,0.65,N,A,0,X,X,C,G,N,Y,B,1
647,77,113,5353.29,2,110,21,0.7,0.3,0.69,N,K,5,N,N,A,G,Y,Y,A,0
648,11,20,304,202,298,92,0.91,0.09,0.6,N,A,0,X,X,K,L,Y,Y,A,1
649,45,89,2102,0,175,37,0.2,0.8,0.76,N,J,5,N,N,E,N,N,Y,B,0
650,7,14,873.8,257,765,197,0.71,0.29,0.35,N,A,0,X,X,G,G,N,Y,B,1
651,21,35,3910,70,295,78,0.48,0.52,0.41,N,I,5,N,N,C,M,N,Y,B,0
652,21,51,5280,50,372,77,0.48,0.52,0.55,N,I,3,N,N,N,J,N,Y,B,0
653,42,122,15290.68,2,194,34,0.45,0.55,0.66,N,K,5,N,N,A,F,Y,Y,A,1
654,42,81,7195,84,121,38,0.98,0.02,0.57,N,L,5,N,N,A,F,Y,Y,A,0
655,18,35,5165,50,307,93,0.72,0.28,0.65,N,I,5,N,N,X,X,N,N,C,1
656,101,212,4004,70,203,15,0.68,0.32,0.47,N,I,5,N,N,B,F,N,Y,B,0
657,10,21,1226,70,339,161,0,1,0.64,N,I,5,N,N,E,M,N,Y,B,0
658,20,39,1313.8,42,169,45,0.85,0.15,0.29,N,A,3,Y,N,A,B,Y,Y,A,1
659,14,14,1984,42,365,52,0.64,0.36,0.39,N,A,0,X,X,B,F,N,Y,B,0
660,16,16,1764,10,690,104,0.69,0.31,0.63,N,A,0,X,X,A,C,Y,Y,A,1
661,35,37,452,215,283,38,0.63,0.37,0.39,N,A,0,X,X,N,I,Y,Y,A,0
662,12,30,3912,168,268,133,0.83,0.17,0.38,N,K,5,N,N,C,G,N,Y,B,1
663,42,83,3308,1,192,39,0.6,0.4,0.75,N,J,5,N,N,A,B,Y,Y,A,0
664,8,18,1466,124,411,201,0.38,0.62,0.04,N,A,0,X,X,N,I,N,Y,B,1
665,11,29,3093,29,711,148,0.82,0.18,0.29,N,I,3,N,N,A,F,Y,Y,A,0
666,18,40,3427,161,377,86,0.5,0.5,0.09,N,A,3,Y,N,A,B,N,Y,B,1
667,24,65,4950.3,7,106,28,0.62,0.38,0.78,N,L,3,N,N,B,F,N,Y,B,0
668,50,170,5449.5,70,112,31,0.54,0.46,0.81,N,I,5,N,N,C,M,N,Y,B,0
669,24,45,6654.8,0,178,41,0.42,0.58,0.52,N,J,4,N,N,A,B,N,Y,B,0
670,16,16,1170,85,344,92,0.69,0.31,0.31,N,A,0,X,X,X,X,N,N,D,0
671,9,13,544,77,603,177,0.78,0.22,0.31,N,A,0,X,X,O,C,Y,Y,A,1
672,33,35,5221.5,39,500,41,0.61,0.39,0.04,N,A,0,X,X,B,F,Y,Y,A,0
673,16,16,2800,126,185,83,0.31,0.69,0.27,N,A,0,X,X,A,B,Y,Y,A,0
674,8,12,412,292,964,187,1,0,0.76,N,A,0,X,X,A,B,N,Y,B,1
675,6,16,1492,246,363,232,0.5,0.5,0.39,N,A,0,X,X,B,F,N,Y,B,1
676,6,10,512,72,685,292,0.67,0.33,0.35,N,A,0,X,X,A,B,Y,Y,A,0
677,18,18,798,154,301,85,0.94,0.06,0.16,N,I,2,N,N,B,M,N,Y,B,1
678,8,8,89,335,1080,180,0.88,0.12,0.19,N,A,0,X,X,G,M,N,Y,B,1
679,32,78,8808,0,192,52,0.72,0.28,0.24,N,J,5,N,N,B,F,N,Y,B,0
680,11,11,1738,267,343,86,0.55,0.45,0.08,N,A,2,Y,N,A,B,Y,Y,A,1
681,10,27,1358,33,239,81,0.3,0.7,0.19,N,J,1,N,N,N,G,N,Y,B,1
682,8,19,530,11,380,165,0.88,0.12,0.7,N,A,0,X,X,A,B,Y,Y,A,1
683,7,13,577,28,754,137,0.86,0.14,0.35,N,A,0,X,X,X,X,Y,Y,A,1
684,15,28,2446,149,371,106,0.87,0.13,0.66,N,I,5,N,N,B,F,N,Y,B,0
685,12,24,696,42,554,96,0.58,0.42,0.62,N,A,0,X,X,H,D,N,Y,B,1
686,7,14,448,198,493,181,1,0,0.52,N,A,0,X,X,A,B,Y,Y,A,1
687,17,41,5930,50,295,87,0.47,0.53,0.65,N,I,5,N,N,A,M,N,Y,B,1
688,12,20,2045,14,734,144,0.67,0.33,0.35,N,A,0,X,X,B,F,N,Y,B,1
689,6,14,603,41,787,284,0.83,0.17,0.15,N,A,0,X,X,A,B,Y,Y,A,1
690,7,14,2313.2,36,446,107,0.14,0.86,0.75,N,A,0,X,X,C,B,N,Y,B,1
691,7,7,322,35,119,44,0.57,0.43,0.69,N,A,0,X,X,X,X,N,N,C,1
692,8,15,407,317,350,98,1,0,0.6,N,A,0,X,X,G,G,N,Y,B,1
693,13,25,1571.5,103,384,119,0.54,0.46,0.74,N,I,2,N,N,A,B,Y,Y,A,0
694,31,58,3008,70,266,52,0.52,0.48,0.19,N,G,5,N,N,B,M,N,Y,B,0
695,12,26,2704.6,160,494,76,0.67,0.33,0.45,N,I,4,N,N,A,B,Y,Y,A,0
696,31,52,6926.5,28,331,51,0.77,0.23,0.5,N,A,0,X,X,C,F,N,Y,B,0
697,6,7,246,71,294,216,0.67,0.33,0.44,N,I,4,N,N,E,M,Y,Y,A,1
698,18,18,2898,35,273,84,0.83,0.17,0.48,N,K,5,N,N,B,F,N,Y,B,0
699,31,92,2096.25,28,712,35,0.48,0.52,0.65,N,I,5,N,N,A,B,Y,Y,A,0
700,9,24,3603,126,524,175,0.78,0.22,0.5,N,A,0,X,X,B,M,N,Y,B,1
701,16,23,661,21,728,105,0.38,0.62,0.28,N,A,0,X,X,O,A,Y,Y,A,1
702,14,17,1847,0,617,115,0.71,0.29,0.22,N,J,1,N,N,C,M,N,Y,B,0
703,32,56,3528.05,0,191,52,0.47,0.53,0.73,N,J,5,N,N,B,F,N,Y,B,1
704,71,140,2109,28,96,22,0.77,0.23,0.12,N,I,5,N,N,G,C,Y,Y,A,0
705,23,41,1864,125,550,68,0.43,0.57,0.33,N,A,3,X,X,A,F,Y,Y,A,1
706,11,18,364,126,346,60,0.27,0.73,0.25,N,A,0,X,X,G,N,N,Y,B,0
707,16,26,1672,34,606,82,0.69,0.31,0.91,N,J,1,N,N,A,F,Y,Y,A,1
708,24,35,509,318,616,48,0.5,0.5,0.81,N,A,0,X,X,B,F,N,Y,B,1
709,53,55,4126.38,28,287,30,0.7,0.3,0.75,N,I,3,N,N,A,B,Y,Y,A,0
710,7,11,229,294,217,98,0.43,0.57,0.74,N,I,2,N,N,A,G,Y,Y,A,1
711,31,65,8728,49,197,48,0.77,0.23,0.3,N,J,5,N,N,A,F,Y,Y,A,0
712,60,200,12598,0,111,27,0.95,0.05,0.79,N,J,5,N,N,A,F,Y,Y,A,0
713,12,23,421,125,441,121,0.5,0.5,0.51,N,A,0,X,X,A,M,N,Y,B,0
714,8,17,1600,95,773,215,0.75,0.25,0.6,N,A,0,X,X,A,F,Y,Y,A,0
715,7,15,1577.4,309,241,102,0.86,0.14,0.62,N,I,3,N,N,B,M,N,Y,B,1
716,9,13,1638,126,525,188,0.33,0.67,0.73,N,A,3,X,X,B,F,N,Y,B,1
717,13,24,266,246,434,112,0.85,0.15,0.02,N,A,0,X,X,E,N,N,Y,B,1
718,7,18,858,154,335,159,0.86,0.14,0.79,N,I,3,N,N,O,J,N,Y,B,0
719,10,21,622,304,645,141,0.3,0.7,0.54,N,A,0,X,X,B,B,N,Y,B,0
720,13,31,5329,246,391,107,0.62,0.38,0.45,N,I,5,N,N,B,F,N,Y,B,1
721,10,22,1676,16,486,174,0.4,0.6,0.32,N,A,0,X,X,A,F,Y,Y,A,0
722,113,169,4318.5,40,123,14,0.54,0.46,0.44,N,J,5,N,N,A,F,Y,Y,A,0
723,11,18,307.5,117,882,126,0.64,0.36,0.16,N,A,0,X,X,H,I,N,Y,B,1
724,13,33,2852,63,302,130,0.69,0.31,0.5,N,I,5,N,N,C,M,N,Y,B,0
725,20,21,1515,0,364,86,0.2,0.8,0.65,N,J,5,N,N,X,X,N,N,C,1
726,6,14,938,111,659,204,0,1,0.08,N,A,0,X,X,A,B,Y,Y,A,1
727,8,9,1094,155,788,206,0.75,0.25,0.04,N,A,0,X,X,K,E,N,Y,B,1
728,14,35,2687,42,273,120,0,1,0.45,N,A,0,X,X,A,F,N,Y,B,0
729,14,23,1184,57,904,121,0.36,0.64,0.34,N,A,2,X,X,K,H,Y,Y,A,0
730,7,10,134,42,938,170,0.14,0.86,0.57,N,A,0,X,X,A,B,Y,Y,A,1
731,18,28,1324.75,272,603,78,0.78,0.22,0.56,N,A,2,Y,N,X,X,N,N,C,1
732,25,59,5068,2,411,47,0.68,0.32,0.72,N,K,2,N,N,B,K,N,Y,B,0
733,13,27,300,124,646,90,0.69,0.31,0.54,N,A,0,X,X,A,B,Y,Y,A,0
734,15,15,844.5,363,265,90,0.6,0.4,0.43,N,I,5,N,N,B,M,Y,Y,A,1
735,9,16,2514.4,19,340,185,0.56,0.44,0.13,N,A,0,X,X,A,F,Y,Y,A,1
736,25,35,3844.9,49,425,50,0.64,0.36,0.94,N,K,1,N,N,A,F,Y,Y,A,0
737,6,18,118,126,665,275,1,0,0.52,N,A,0,X,X,O,B,Y,Y,A,1
738,18,41,4553,161,288,86,0.83,0.17,0.22,N,J,5,N,N,A,F,Y,Y,A,1
739,10,15,581,280,105,37,0.9,0.1,0.8,N,A,0,X,X,A,B,Y,Y,A,1
740,11,23,2237,125,184,100,0.27,0.73,0.89,N,A,0,X,X,O,C,Y,Y,A,0
741,31,43,364.5,246,451,45,0.74,0.26,0.25,N,A,0,X,X,A,C,Y,Y,A,0
742,13,21,389,77,340,118,0.77,0.23,0.02,N,A,0,X,X,O,C,Y,Y,A,1
743,7,14,591.4,39,226,147,1,0,0.41,N,A,0,X,X,F,D,N,Y,B,0
744,9,19,2590,69,372,166,0.22,0.78,0.74,N,A,2,Y,N,C,M,N,Y,B,1
745,8,13,716,3,371,227,0.5,0.5,0.36,N,A,0,X,X,B,K,N,Y,B,0
746,26,50,2019,309,224,50,0.58,0.42,0.67,N,A,0,X,X,A,B,Y,Y,A,0
747,10,15,431,292,625,120,0.1,0.9,0.17,N,A,0,X,X,A,F,Y,Y,A,1
748,14,28,1752.28,22,1120,122,0.79,0.21,0.04,N,A,0,X,X,D,I,N,Y,B,1
749,32,59,5704.8,1,497,50,0.59,0.41,0.55,N,I,5,N,N,A,M,Y,Y,A,0
750,21,42,6440,45,309,50,0.24,0.76,0.44,N,A,0,X,X,A,B,Y,Y,A,0
751,13,20,1530,27,434,133,0.15,0.85,0.66,N,I,5,N,N,H,G,N,Y,B,1
752,155,166,3595,8,154,10,0.64,0.36,0.34,N,J,3,N,N,A,M,Y,Y,A,0
753,20,39,6407,343,665,69,0.8,0.2,0.66,N,K,4,N,N,A,F,N,Y,B,0
754,22,23,3179.4,0,822,69,0.73,0.27,0.76,N,K,4,N,N,A,B,Y,Y,A,0
755,25,42,2663,70,203,65,0.8,0.2,0.22,N,I,5,N,N,E,M,N,Y,B,0
756,7,16,2476,29,860,220,0.29,0.71,0.27,N,A,4,Y,N,O,G,N,Y,B,1
757,34,44,1273,6,134,47,0.62,0.38,0.66,N,A,0,X,X,B,F,N,Y,B,0
758,7,12,236,109,298,119,0.43,0.57,0.07,N,I,1,N,N,A,B,Y,Y,A,0
759,7,7,577,38,369,243,0.43,0.57,0.39,N,A,0,X,X,X,X,N,N,D,1
760,9,18,2464,255,365,172,0.33,0.67,0.33,N,I,5,N,N,G,B,N,Y,B,1
761,12,22,693,122,456,112,0.33,0.67,0.34,N,A,0,X,X,G,H,N,Y,B,0
762,13,15,242,139,472,123,0.46,0.54,0.14,N,I,5,N,N,E,M,N,Y,B,1
763,86,125,6568.5,28,197,18,0.6,0.4,0.51,N,I,5,N,N,A,F,Y,Y,A,0
764,6,12,1745.6,124,534,251,0.17,0.83,0.43,N,A,0,X,X,A,B,Y,Y,A,1
765,11,26,1144,70,368,133,0.09,0.91,0.38,N,I,5,N,N,B,M,N,Y,B,1
766,24,46,4408.5,1,459,70,0.12,0.88,0.72,N,J,5,N,N,B,B,N,Y,B,0
767,6,11,246,122,624,283,0,1,0.5,N,A,0,X,X,B,F,Y,Y,A,0
768,18,20,234,126,475,59,0.72,0.28,0.24,N,A,0,X,X,G,B,N,Y,B,1
769,6,7,354,68,1440,307,1,0,0.08,N,A,0,X,X,X,X,N,N,D,1
770,6,21,3310.2,21,763,288,0.67,0.33,0.59,N,A,0,X,X,A,F,Y,Y,A,1
771,6,8,381,149,525,127,1,0,0.68,N,I,3,N,N,A,B,Y,Y,A,1
772,13,18,213,5,546,110,0.54,0.46,0.28,N,A,0,X,X,B,B,N,Y,B,1
773,6,10,66,109,344,208,0.5,0.5,0.45,N,A,0,X,X,B,B,Y,Y,A,1
774,28,60,5110,2,171,60,0.68,0.32,0.69,N,K,5,N,N,B,M,N,Y,B,0
775,7,14,438,101,620,226,0.57,0.43,0.1,N,A,0,X,X,A,B,Y,Y,A,1
776,15,30,3233,70,378,111,0.67,0.33,0.39,N,I,5,N,N,A,F,Y,Y,A,0
777,8,9,1346,289,459,148,1,0,0.01,N,A,2,X,X,B,B,N,Y,B,1
778,6,12,728.5,133,377,256,0,1,0.53,N,A,0,X,X,M,L,N,Y,B,1
779,23,37,1597,154,299,67,0.17,0.83,0.69,N,I,5,N,N,B,F,N,Y,B,0
780,12,22,3497.1,36,682,142,0.42,0.58,0.19,N,A,2,X,X,B,F,N,Y,B,0
781,7,24,2554,59,148,75,0.57,0.43,0.06,N,I,1,N,N,A,F,Y,Y,A,0
782,21,25,1257,21,196,76,0.81,0.19,0.57,N,A,0,X,X,A,G,N,Y,B,0
783,8,17,1250,349,423,183,0.5,0.5,0.27,N,I,4,N,N,H,K,N,Y,B,0
784,44,107,3611,28,174,37,0.59,0.41,0.35,N,I,4,N,N,A,M,Y,Y,A,0
785,13,25,1808,357,176,106,0.54,0.46,0.67,N,I,5,N,N,B,N,N,Y,B,0
786,31,58,3387.9,70,189,52,0.65,0.35,0.61,N,I,5,N,N,A,F,Y,Y,A,0
787,41,45,8178,21,252,40,0.63,0.37,0.25,N,I,5,N,N,A,B,Y,Y,A,1
788,6,12,889,246,388,124,0.83,0.17,0.43,N,A,0,X,X,A,J,Y,Y,A,1
789,6,15,427,42,281,142,0.67,0.33,0.06,N,A,0,X,X,G,B,N,Y,B,1
790,18,50,4346.32,320,233,47,1,0,0.55,N,I,4,N,N,C,F,N,Y,B,1
791,16,19,1409,161,534,95,0.38,0.62,0.77,N,J,5,N,N,B,F,N,Y,B,1
792,7,14,874,112,475,236,0.71,0.29,0.38,N,A,0,X,X,A,G,N,Y,B,1
793,7,26,2670,154,568,224,1,0,0.75,N,I,4,N,N,B,M,N,Y,B,0
794,40,56,972,3,252,36,0.62,0.38,0.78,N,A,0,X,X,K,J,Y,Y,A,0
795,9,14,299,26,595,184,0.56,0.44,0.44,N,A,0,X,X,A,G,Y,Y,A,0
796,7,10,1181,9,1100,270,0.57,0.43,0.27,N,E,5,N,N,C,F,Y,Y,A,0
797,91,184,21241.18,2,165,18,0.57,0.43,0.66,N,K,5,N,N,A,F,Y,Y,A,0
798,27,58,10453.2,25,385,53,0.07,0.93,0.57,N,J,5,N,N,A,B,Y,Y,A,0
799,75,76,3803.48,42,106,21,0.51,0.49,0.61,N,A,0,X,X,A,B,Y,Y,A,0
800,47,95,10832,8,106,25,0.21,0.79,0.62,N,M,5,N,N,C,A,N,Y,B,0
801,11,27,329,126,183,74,0.45,0.55,0.24,N,A,0,X,X,A,B,Y,Y,A,0
802,67,163,9096,10,150,18,0.73,0.27,0.15,N,I,5,N,N,O,C,Y,Y,A,0
803,10,17,2525.6,160,302,108,0.8,0.2,0.37,N,A,0,X,X,A,B,Y,Y,A,0
804,8,16,1174,297,410,186,0.62,0.38,0.77,N,A,0,X,X,O,B,N,Y,B,1
805,7,10,207.5,42,665,159,0.14,0.86,0.37,N,A,0,X,X,I,E,N,Y,B,1
806,14,39,2088,257,0,0,0.64,0.36,0.56,N,A,0,X,X,X,X,N,N,C,1
807,13,26,4754,51,381,127,0.54,0.46,0.35,N,G,5,N,N,B,F,Y,Y,A,1
808,8,14,2681,309,645,170,0.62,0.38,0.5,N,A,0,X,X,X,X,N,N,C,1
809,8,18,1366,154,906,211,0.12,0.88,0.59,N,I,5,N,N,B,M,N,Y,B,1
810,10,18,3014,278,299,115,0.2,0.8,0.6,N,A,0,X,X,X,X,N,N,C,1
811,12,26,404,42,455,132,0.42,0.58,0.88,N,A,0,X,X,C,B,N,Y,B,0
812,7,7,499.3,309,480,209,0.57,0.43,0.46,N,A,0,X,X,A,M,Y,Y,A,1
813,6,23,209,49,220,117,0.67,0.33,0.3,N,A,0,X,X,A,C,Y,Y,A,1
814,14,17,899,87,197,73,0.57,0.43,0.67,N,A,0,X,X,E,M,N,Y,B,0
815,30,64,11896,79,266,53,0.03,0.97,0.54,N,K,5,N,N,B,F,N,Y,B,0
816,9,9,94,42,92,23,0.67,0.33,0.76,N,A,0,X,X,H,A,Y,Y,A,0
817,11,27,2086.5,90,287,127,0.73,0.27,0.59,N,A,0,X,X,A,F,N,Y,B,0
818,7,19,1306,255,614,199,0.71,0.29,0.26,N,I,5,N,N,A,F,Y,Y,A,0
819,6,11,1079,70,827,312,0.17,0.83,0.63,N,I,5,N,N,B,M,N,Y,B,1
820,14,15,491,243,255,91,0.14,0.86,0.56,N,A,0,X,X,A,B,Y,Y,A,1
821,15,19,1173,177,250,98,0.6,0.4,0.29,N,A,0,X,X,A,B,Y,Y,A,0
822,11,22,3924,42,657,145,0.36,0.64,0.86,N,A,0,X,X,X,X,N,N,C,1
823,7,16,2520,267,443,102,0.86,0.14,0.2,N,I,4,N,N,A,F,Y,Y,A,1
824,47,107,6779,35,162,33,0.23,0.77,0.44,N,K,5,N,N,G,B,N,Y,B,0
825,10,10,112,42,661,151,0.9,0.1,0.17,N,A,0,X,X,O,J,N,Y,B,0
826,116,146,2389,42,105,13,0.2,0.8,0.73,N,A,0,X,X,B,G,N,Y,B,0
827,65,83,3233.36,70,281,24,0.68,0.32,0.41,N,A,3,X,X,A,F,Y,Y,A,0
828,10,15,2598,217,368,142,0.6,0.4,0.78,N,A,0,X,X,X,X,N,N,D,1
829,8,14,2096,50,309,105,0.25,0.75,0.5,N,K,4,N,N,C,F,N,Y,B,1
830,6,10,638,189,503,242,0.67,0.33,0.35,N,A,0,X,X,A,F,Y,Y,A,0
831,67,71,2014.33,70,189,23,0.58,0.42,0.36,N,I,5,N,N,A,F,Y,Y,A,0
832,13,16,1170,156,459,113,0.92,0.08,0.01,N,A,0,X,X,A,F,Y,Y,A,1
833,8,22,1806,11,462,205,0.75,0.25,0.23,N,A,2,X,X,O,J,N,Y,B,0
834,9,10,265,42,827,195,1,0,0.29,N,A,0,X,X,O,J,N,Y,B,1
835,8,16,160,126,126,30,1,0,0.34,N,A,0,X,X,D,K,N,Y,B,1
836,7,16,2249,6,704,259,0.71,0.29,0.64,N,A,0,X,X,N,B,N,Y,B,0
837,6,13,531,249,535,205,0.83,0.17,0.26,N,A,0,X,X,A,B,Y,Y,A,1
838,17,33,746,28,364,100,0.18,0.82,0.11,N,I,5,N,N,B,F,N,Y,B,0
839,6,15,1811.93,302,621,240,0.17,0.83,0.4,N,A,0,X,X,B,M,N,Y,B,1
840,28,28,343,42,117,20,0.5,0.5,0.24,N,A,0,X,X,N,N,Y,Y,A,0
841,13,13,952,28,406,133,0.85,0.15,0.38,N,G,5,N,N,X,X,N,N,D,0
842,7,12,860.4,321,741,194,0.57,0.43,0.38,N,A,0,X,X,C,F,N,Y,B,1
843,6,12,989,309,763,264,0.5,0.5,0.27,N,A,1,X,X,B,F,N,Y,B,1
844,61,98,9513,63,129,26,0.56,0.44,0.44,N,I,5,N,N,B,M,N,Y,B,0
845,7,13,124,122,556,230,0.29,0.71,0.19,N,A,0,X,X,A,B,Y,Y,A,1
846,6,8,389,267,90,18,0.5,0.5,0.1,N,I,2,N,N,A,F,Y,Y,A,1
847,16,17,287,42,189,85,0.62,0.38,0.54,N,A,0,X,X,A,J,Y,Y,A,0
848,16,37,2516,189,315,91,0.88,0.12,0.68,N,I,5,N,N,A,F,Y,Y,A,1
849,22,43,590,281,375,54,0.82,0.18,0.44,N,A,0,X,X,O,C,Y,Y,A,1
850,31,31,428,42,189,52,0.48,0.52,0.21,N,A,0,X,X,A,B,N,Y,B,0
851,14,74,1305.75,237,526,70,0.93,0.07,0.27,N,A,0,X,X,B,G,N,Y,B,1
852,35,73,14060,25,107,47,0.74,0.26,0.57,N,L,5,N,N,B,F,N,Y,B,0
853,7,7,1414,21,204,48,0.57,0.43,0.66,N,A,0,X,X,X,X,N,N,C,1
854,8,9,244,266,456,195,0,1,0.48,N,I,4,N,N,A,M,Y,Y,A,1
855,37,39,845,3,123,42,0.08,0.92,0.16,N,A,0,X,X,A,G,Y,Y,A,1
856,6,10,717,357,176,91,0.5,0.5,0.85,N,J,3,N,N,A,F,Y,Y,A,1
857,25,33,3247,70,293,58,0.56,0.44,0.15,N,I,3,N,N,A,F,Y,Y,A,0
858,57,76,1985,70,195,27,0.35,0.65,0.35,N,I,5,N,N,B,M,N,Y,B,0
859,8,8,442,146,289,103,0.5,0.5,0.29,N,A,0,X,X,A,F,Y,Y,A,1
860,9,18,3356,142,308,102,1,0,0.29,N,I,4,N,N,A,B,Y,Y,A,1
861,11,22,3902,9,398,131,0.45,0.55,0.35,N,A,0,X,X,B,M,N,Y,B,1
862,20,44,1282,39,297,82,0.1,0.9,0,Y,A,0,X,X,B,B,N,Y,B,0
863,18,35,5574,72,225,48,0.83,0.17,0.24,N,A,0,X,X,A,F,Y,Y,A,0
864,10,18,1264,42,654,173,0.4,0.6,0.56,N,A,2,X,X,A,B,Y,Y,A,1
865,29,56,9955.6,70,209,55,0.83,0.17,0.29,N,I,5,N,N,A,B,Y,Y,A,0
866,52,58,8769.31,2,167,32,0.42,0.58,0.65,N,K,5,N,N,C,M,N,Y,B,0
867,13,25,2326.1,28,442,122,0.62,0.38,0.72,N,I,5,N,N,B,M,N,Y,B,0
868,12,31,3652,70,488,132,0,1,0.55,N,I,5,N,N,D,B,N,Y,B,0
869,19,39,636,105,175,36,0.37,0.63,0.74,N,A,0,X,X,N,C,N,Y,B,0
870,9,20,1119,267,430,157,0.11,0.89,0.31,N,I,5,N,N,F,A,N,Y,B,1
871,28,56,1826,70,364,56,0.46,0.54,0.38,N,I,5,N,N,A,F,Y,Y,A,0
872,6,22,758,260,313,146,0.17,0.83,0.12,N,A,0,X,X,F,G,N,Y,B,0
873,6,12,99,243,175,137,0.5,0.5,0.29,N,A,0,X,X,O,C,Y,Y,A,1
874,7,11,94,124,287,118,0.57,0.43,0.16,N,A,0,X,X,O,B,Y,Y,A,1
875,6,15,592,86,574,303,0.67,0.33,0.57,N,A,0,X,X,A,B,Y,Y,A,1
876,6,10,220.4,258,479,218,0.67,0.33,0.51,N,A,0,X,X,A,M,Y,Y,A,1
877,9,26,836,319,342,157,0.22,0.78,0.3,N,A,2,X,X,A,B,Y,Y,A,1
878,11,20,2863,310,412,113,0.45,0.55,0.28,N,A,0,X,X,K,C,Y,Y,A,1
879,9,19,974,198,129,19,0.89,0.11,0.24,N,A,0,X,X,N,I,Y,Y,A,1
880,20,21,3652.5,15,373,83,0.65,0.35,0.8,N,A,0,X,X,A,B,Y,Y,A,0
881,163,168,9021,14,92,9,0.87,0.13,0.09,N,A,0,X,X,G,K,N,Y,B,0
882,10,14,214,14,383,126,0.3,0.7,0.31,N,A,0,X,X,B,B,Y,Y,A,0
883,88,162,15648,37,103,18,0.6,0.4,0.62,N,L,5,N,N,A,F,N,Y,B,0
884,8,17,2502,180,336,142,0.62,0.38,0.62,N,A,0,X,X,A,F,Y,Y,A,0
885,23,24,303.5,0,291,56,0.52,0.48,0.61,N,A,0,X,X,A,B,Y,Y,A,0
886,11,22,2506,160,262,133,0.64,0.36,0.19,N,A,0,X,X,A,B,Y,Y,A,0
887,15,20,1072,82,379,108,0.6,0.4,0.16,N,I,2,N,N,N,G,Y,Y,A,0
888,10,18,214,10,1408,156,0.7,0.3,0.22,N,A,0,X,X,A,B,Y,Y,A,1
889,6,17,282,63,586,242,0.83,0.17,0.67,N,A,0,X,X,N,G,N,Y,B,1
890,25,47,2788,267,126,51,0.76,0.24,0.36,N,E,4,N,N,A,B,Y,Y,A,1
891,10,19,1345,326,279,121,0.3,0.7,0.89,N,A,0,X,X,E,N,N,Y,B,1
892,6,17,483,34,743,274,0.83,0.17,0.12,N,A,0,X,X,B,F,N,Y,B,1
893,10,44,1175.6,126,184,29,1,0,1,N,A,0,X,X,A,F,Y,Y,A,0
894,6,9,200,12,349,244,0.83,0.17,0.12,N,A,0,X,X,O,A,Y,Y,A,1
895,7,13,922,319,755,190,0.43,0.57,0.54,N,I,2,N,N,B,M,N,Y,B,1
896,23,46,3921.08,175,310,66,0.39,0.61,0.52,N,J,5,N,N,C,F,N,Y,B,0
897,19,19,728,245,148,33,0.79,0.21,0.34,N,A,0,X,X,A,J,Y,Y,A,1
898,7,9,781,27,431,110,0.29,0.71,0.69,N,A,0,X,X,X,X,N,N,D,1
899,38,38,1629,42,253,42,0.82,0.18,0.39,N,A,0,X,X,K,L,N,Y,B,0
900,18,26,990,146,282,85,0.78,0.22,0.26,N,A,0,X,X,A,G,Y,Y,A,1
901,7,15,154,52,911,226,0.29,0.71,0.37,N,A,0,X,X,B,K,N,Y,B,1
902,13,25,1406.52,39,234,39,0.54,0.46,0.4,N,A,3,X,X,A,M,Y,Y,A,0
903,11,18,1307,28,567,133,0.82,0.18,0.17,N,I,5,N,N,A,M,N,Y,B,0
904,53,73,4145,28,208,30,0.94,0.06,0.2,N,I,5,N,N,B,K,N,Y,B,0
905,9,9,131,42,120,33,0.78,0.22,0.23,N,A,0,X,X,K,C,N,Y,B,0
906,6,23,2587,273,1018,254,0.67,0.33,0.2,N,K,4,N,N,A,B,Y,Y,A,1
907,57,66,2930,42,151,28,0.82,0.18,0.45,N,A,4,Y,N,A,F,Y,Y,A,0
908,8,26,1009.8,309,410,176,0.75,0.25,0.63,N,A,0,X,X,X,X,N,N,D,1
